studied_credits,date_registration,n_days_externalquiz,n_days_forumng,n_days_homepage,n_days_oucontent,n_days_ouwiki,n_days_quiz,n_days_resource,n_days_subpage,n_days_url,avg_sum_clicks_dataplus,avg_sum_clicks_dualpane,avg_sum_clicks_externalquiz,avg_sum_clicks_forumng,avg_sum_clicks_glossary,avg_sum_clicks_homepage,avg_sum_clicks_htmlactivity,avg_sum_clicks_oucollaborate,avg_sum_clicks_oucontent,avg_sum_clicks_ouelluminate,avg_sum_clicks_ouwiki,avg_sum_clicks_page,avg_sum_clicks_questionnaire,avg_sum_clicks_quiz,avg_sum_clicks_resource,avg_sum_clicks_subpage,avg_sum_clicks_url,total_n_days,avg_total_clicks,final_score_current,total_clicks,learning_intensity
1.0,-0.06667855006173402,0.01781757077801749,-0.0038871244256287922,-0.0076551128359131065,-0.053993975223401734,-0.018725948751223125,-0.04660693381312568,-0.04919617197568547,0.03324718041723114,-0.014792371745520864,0.027288635714805175,-0.0011153832475168364,0.06443600390350282,-0.04298160680009941,-0.0183348599792869,0.0035597296373240214,0.08780187914902689,0.02001714277683118,-0.057871099107572196,0.05691359640865209,0.008037635785338029,0.10021657449083955,0.06400046009274744,-0.005252871526845938,-0.06858371519495288,-0.015572971824212837,0.15144772107556437,-0.011753718183026228,-0.07205582135449899,0.008365809477290842,0.0036634773797409623,-0.019482777221543804
-0.06667855006173402,1.0,-0.04477014598270978,-0.06350987259506626,-0.06725731092608991,-0.03127381450758952,-0.02994567774404912,-0.00859863271901595,-0.03551942031491207,-0.05150070120302876,-0.03170698755887003,-0.022521927430892312,-0.01682568317066032,-0.056603802079452245,0.002527856462867589,-0.02025531672650013,-0.020844124705483823,-0.0022890053567062828,-0.06956015390701373,0.022844727148377063,0.05343718125779265,-0.02353235072600932,0.010242380732661779,-0.013371792114769045,0.012508045120343685,0.028708553737545932,0.02864616646025847,-0.04863857734359557,-0.06494236109512262,0.017938241213035423,-0.04557348200325577,-0.009698110739779069,-0.047607828839846385
0.01781757077801749,-0.04477014598270978,1.0,0.2647769843118244,0.29799272247308967,0.052197643256335816,0.403195670230434,-0.25551357532374,0.42229090940451863,0.31425423479510967,0.3472563867735562,-0.09827348555628451,-0.11512007294961533,0.759738902253779,0.05316711730492002,0.3036319186283556,0.035268180181051136,-0.0863028660057801,0.14982860366380266,-0.03994719378851846,0.2480808334828046,0.34420103498636745,-0.056678402785239626,-0.13888759581505394,-0.33148774955860355,0.05215392995551438,-0.027726772377929438,0.12868071000283904,0.2932644644518106,-0.22776871876905322,0.39821234608148237,0.010188922618093989,0.08934793040297373
-0.0038871244256287922,-0.06350987259506626,0.2647769843118244,1.0,0.8510345153687001,0.5309322714779408,0.48080450617698517,0.37235722627664136,0.5209452921140656,0.6631627272800616,0.6347257054272429,0.3309418312386617,0.25248972250692425,0.1301364454526981,0.3040334900679062,0.17927001653785318,0.3425776074605919,0.0890868131473951,0.2629608715079425,0.18438506952275718,0.2045796168468242,0.30870293641636654,0.22260942716689816,0.2824352174830385,0.11607562178976827,0.11342443798704294,0.12944441774896523,0.2995382329535688,0.8494608360358176,0.2225899851036927,0.47317456731514884,0.42997727363749516,0.7809734496326405
-0.0076551128359131065,-0.06725731092608991,0.29799272247308967,0.8510345153687001,1.0,0.7330644805587896,0.5417806707217327,0.528620421832585,0.7067150129434879,0.8372979081660105,0.7202539915898056,0.4142261993515231,0.32073878147927154,0.14393635439336827,0.27726462856816897,0.18548601824882252,0.2522075323116256,0.11099487824868383,0.3388388752952437,0.2858462764008658,0.19750421247782088,0.38390450737688864,0.30051988638826577,0.3598756639267866,0.23592705312505402,0.19010770539689875,0.16035609336566956,0.36253934754852757,0.9941424345028416,0.3103117522203007,0.651768215957612,0.548144333424116,0.9151228693054747
-0.053993975223401734,-0.03127381450758952,0.052197643256335816,0.5309322714779408,0.7330644805587896,1.0,0.5545030505524038,0.4395664922789973,0.4164750016229541,0.7279121920832631,0.5615153215101534,0.6082017308203929,0.5293206964839934,-0.032830223013298084,0.19983322777137205,0.058273581460149264,0.24340770272699302,0.23285275033499292,0.31801274093660714,0.4701653396087517,0.1550874581952501,0.45785495814941923,0.40480328057032694,0.5917216722194838,0.39634959808330555,0.17305906842934152,0.13830996180964897,0.25670407619718655,0.7501683518813734,0.45569412909297885,0.3658260286118117,0.6888765103338502,0.8060780866941221
-0.018725948751223125,-0.02994567774404912,0.403195670230434,0.48080450617698517,0.5417806707217327,0.5545030505524038,1.0,0.09879384409356022,0.33985488798775837,0.4690535220042506,0.625014968950869,0.2379811273612698,0.35010684074883086,0.32442669272232494,0.16828320567130964,0.07583279232660842,0.19741382783979297,0.08415100170150469,0.2750533940300574,0.21262499020023304,0.21320483391652237,0.7632463955742707,0.2142822398707141,0.2321941469492027,0.1100307239511146,0.12101221011755267,0.06362381478005798,0.2667224107333156,0.549169793976863,0.1622814588331769,0.3992166109884574,0.4789390499092543,0.49704079459739564
-0.04660693381312568,-0.00859863271901595,-0.25551357532374,0.37235722627664136,0.528620421832585,0.4395664922789973,0.09879384409356022,1.0,0.4413130150878763,0.5755363386318592,0.25386537154150485,0.3383313121262961,0.3077386238967196,-0.34036227304465366,0.15369054584656552,-0.09249210674418698,0.18121721798766605,0.14224367291797055,0.13571353661020472,0.23424409103228333,0.060551467434388204,0.0130985475336296,0.4094001241261833,0.36425157728600016,0.475003863214601,0.11668872070274124,0.17746345030562063,0.18768712909607388,0.5329124503910999,0.43387913147967144,0.34205451413301274,0.4333460890706021,0.6257422839950045
-0.04919617197568547,-0.03551942031491207,0.42229090940451863,0.5209452921140656,0.7067150129434879,0.4164750016229541,0.33985488798775837,0.4413130150878763,1.0,0.7346800510777234,0.48008007065683483,0.16853831388164325,0.08070568232972668,0.27956812245319523,0.20234558378149234,0.251701556063113,0.18622946189451708,0.005838044471409003,0.28648128136271,0.1471271730971811,0.17572807064226395,0.20788017807645454,0.1979424138164707,0.1684245727222992,0.09441963589653343,0.23448998151125544,0.16469653789642497,0.23230653047950933,0.7098198465593136,0.12141663207901209,0.6315302378412051,0.3354558419630939,0.5819684174590355
0.03324718041723114,-0.05150070120302876,0.31425423479510967,0.6631627272800616,0.8372979081660105,0.7279121920832631,0.4690535220042506,0.5755363386318592,0.7346800510777234,1.0,0.6248130707229643,0.5308255908293573,0.3560257981653573,0.1542737428397606,0.2149502343615086,0.16152087001997606,0.2781649388204523,0.20752745251970492,0.31665660603793805,0.30947140716881305,0.257784831537823,0.3386637719730793,0.481428415834522,0.4946694506991478,0.28223435233695027,0.15823848608033667,0.1899820636163462,0.34640846175896856,0.8420677780053952,0.3067477482964534,0.5932602628387812,0.5925971802933176,0.8006920964899089
